contact_id,account_id,first_name,last_name,title,seniority,role_flag,email,email_domain,last_activity_at
CON-MNB5HMMS,ACC-QOI0G5YV,Arjun,Patel,GRC Manager,Manager,Decision_Influencer,arjun.patel@horizon-logistics.com,horizon-logistics.com,2025-10-03T22:42:13.131511
CON-R07K7VRD,ACC-QOI0G5YV,Liam,King,VP IT,VP,Decision_Maker,liam.king@horizon-logistics.com,horizon-logistics.com,2025-07-15T20:20:20.131511
CON-I6O0ETR3,ACC-QOI0G5YV,Jordan,White,Systems Admin,IC,User,jordan.white@horizon-logistics.com,horizon-logistics.com,2023-05-03T12:20:10.131511
CON-800RBJFX,ACC-4LGODWL3,Sophia,Khan,Risk Analyst,IC,Decision_Influencer,sophia.khan@blueriver-mining-2.com,blueriver-mining-2.com,2025-07-18T12:27:05.131511
CON-Y8AGIXYU,ACC-4LGODWL3,Sam,Lee,GRC Manager,Manager,Decision_Influencer,sam.lee@blueriver-mining-2.com,blueriver-mining-2.com,2025-06-19T13:44:07.131511
CON-SRE3RZPH,ACC-4LGODWL3,Yara,Garcia,IT Manager,Manager,Decision_Influencer,yara.garcia@blueriver-mining-2.com,blueriver-mining-2.com,2023-01-02T08:06:09.131511
CON-FBZFY1QI,ACC-4LGODWL3,Liam,Garcia,VP IT,VP,Decision_Maker,liam.garcia@blueriver-mining-2.com,blueriver-mining-2.com,2023-11-04T08:16:01.131511
CON-61C42NV5,ACC-QZIFO006,Jordan,Williams,CISO,C-Level,Decision_Maker,jordan.williams@sapphire-holdings.com,sapphire-holdings.com,2024-08-29T00:38:30.131511
CON-S5OE3EOP,ACC-QZIFO006,Riley,Anderson,Security Engineer,IC,Decision_Influencer,riley.anderson@sapphire-holdings.com,sapphire-holdings.com,2025-02-21T19:20:55.131511
CON-JL2ZBKNP,ACC-QZIFO006,Drew,King,Sales Ops Manager,Manager,User,drew.king@sapphire-holdings.com,sapphire-holdings.com,2024-12-07T00:16:48.131511
CON-GFM7LO5T,ACC-QZIFO006,Noah,Chen,Head of Security,Director,Decision_Maker,noah.chen@sapphire-holdings.com,sapphire-holdings.com,2024-09-12T01:01:05.131511
CON-J2HUOVEF,ACC-FN8IFKYP,Min,Taylor,Sales Ops Manager,Manager,User,min.taylor@quantum-capital.com,quantum-capital.com,2024-01-03T18:07:30.131511
CON-5SFQYDCU,ACC-FN8IFKYP,Morgan,Hernandez,VP IT,VP,Decision_Maker,morgan.hernandez@quantum-capital.com,quantum-capital.com,2023-04-16T12:38:55.131511
CON-2S75U2MO,ACC-FN8IFKYP,Mateo,Wong,Data Analyst,IC,User,mateo.wong@quantum-capital.com,quantum-capital.com,2023-02-07T21:09:53.131511
CON-T2IZ2244,ACC-FN8IFKYP,Drew,Singh,Data Analyst,IC,User,drew.singh@quantum-capital.com,quantum-capital.com,2023-04-09T20:26:34.131511
CON-H6MHDGPZ,ACC-GJFYHD27,Jamie,Williams,VP IT,VP,Decision_Maker,jamie.williams@horizon-analytics.com,horizon-analytics.com,2023-06-25T15:20:59.131511
CON-J0ZGP5MZ,ACC-GJFYHD27,Arjun,Singh,Security Architect,Director,Decision_Influencer,arjun.singh@horizon-analytics.com,horizon-analytics.com,2022-11-17T06:09:11.131511
CON-80FUUXD5,ACC-GJFYHD27,Mateo,Khan,Risk Analyst,IC,Decision_Influencer,mateo.khan@horizon-analytics.com,horizon-analytics.com,2023-11-26T22:02:05.131511
CON-BDYLOUAG,ACC-GJFYHD27,Ava,Davis,Director of IT,Director,Decision_Maker,ava.davis@horizon-analytics.com,horizon-analytics.com,2023-01-20T11:40:28.131511
CON-EIGGUPUK,ACC-C3RLSOST,Ava,Thomas,CIO,C-Level,Decision_Maker,ava.thomas@sequoia-mining-1.com,sequoia-mining-1.com,2025-04-09T02:24:20.131511
CON-LOHWINNK,ACC-C3RLSOST,Omar,Chen,GRC Manager,Manager,Decision_Influencer,omar.chen@sequoia-mining-1.com,sequoia-mining-1.com,2023-06-04T02:52:32.131511
CON-RASFP93V,ACC-C3RLSOST,Yara,Martin,IT Manager,Manager,Decision_Influencer,yara.martin@sequoia-mining-1.com,sequoia-mining-1.com,2023-08-26T17:42:18.131511
CON-AVPLA6S4,ACC-C3RLSOST,Sophia,Moore,Director of IT,Director,Decision_Maker,sophia.moore@sequoia-mining-1.com,sequoia-mining-1.com,2023-03-27T00:09:17.131511
CON-8CLIRH49,ACC-EYW46NOO,Drew,Kim,Director of IT,Director,Decision_Maker,drew.kim@onyx-industries-1.com,onyx-industries-1.com,2024-09-11T23:44:52.131511
CON-O5IPY4AJ,ACC-EYW46NOO,Nina,Young,Head of Security,Director,Decision_Maker,nina.young@onyx-industries-1.com,onyx-industries-1.com,2024-02-18T14:01:57.131511
CON-1APTX704,ACC-EYW46NOO,Taylor,Khan,Risk Analyst,IC,Decision_Influencer,taylor.khan@onyx-industries-1.com,onyx-industries-1.com,2024-03-26T06:12:17.131511
CON-MDJRBDM9,ACC-EYW46NOO,Jordan,Singh,IT Manager,Manager,Decision_Influencer,jordan.singh@onyx-industries-1.com,onyx-industries-1.com,2025-07-01T19:57:12.131511
CON-T7SU7KNI,ACC-CDO9Z9DM,Diego,Chen,Security Engineer,IC,Decision_Influencer,diego.chen@zenith-consulting.com,zenith-consulting.com,2024-07-08T14:17:00.131511
CON-98EY03ON,ACC-CDO9Z9DM,Maya,Garcia,Security Architect,Director,Decision_Influencer,maya.garcia@zenith-consulting.com,zenith-consulting.com,2024-02-29T01:59:03.131511
CON-I1J62IKA,ACC-CDO9Z9DM,Riley,Thomas,Director of IT,Director,Decision_Maker,riley.thomas@zenith-consulting.com,zenith-consulting.com,2023-08-14T11:55:55.131511
CON-9NMMODVX,ACC-CDO9Z9DM,Luca,Thomas,Data Analyst,IC,User,luca.thomas@zenith-consulting.com,zenith-consulting.com,2024-07-15T15:04:17.131511
CON-SA6TRJST,ACC-9NVEVCV9,Sophia,White,GRC Manager,Manager,Decision_Influencer,sophia.white@everest-systems.com,everest-systems.com,2024-03-06T16:15:00.131511
CON-Y25FI418,ACC-9NVEVCV9,Nina,White,VP Security,VP,Decision_Maker,nina.white@everest-systems.com,everest-systems.com,2023-06-22T17:08:32.131511
CON-S4S1EGIU,ACC-9NVEVCV9,Kai,Miller,Risk Analyst,IC,Decision_Influencer,kai.miller@everest-systems.com,everest-systems.com,2023-12-17T18:36:06.131511
CON-SO33R3VX,ACC-9NVEVCV9,Casey,Wilson,Security Architect,Director,Decision_Influencer,casey.wilson@everest-systems.com,everest-systems.com,2024-07-31T12:02:27.131511
CON-EF4BYNGF,ACC-140JV874,Olivia,Garcia,Systems Admin,IC,User,olivia.garcia@blueriver-systems.com,blueriver-systems.com,2023-05-28T19:56:26.131511
CON-HB1A4TTY,ACC-140JV874,Omar,Hernandez,Sales Ops Manager,Manager,User,omar.hernandez@blueriver-systems.com,blueriver-systems.com,2024-01-03T19:24:07.131511
CON-S5RWONC2,ACC-140JV874,Arjun,Rodriguez,Sales Ops Manager,Manager,User,arjun.rodriguez@blueriver-systems.com,blueriver-systems.com,2024-10-05T09:03:54.131511
CON-HPV00KZ1,ACC-140JV874,Noah,Walker,Sales Ops Manager,Manager,User,noah.walker@blueriver-systems.com,blueriver-systems.com,2022-12-07T06:43:39.131511
CON-DLKY85YA,ACC-JX1HCY9N,Leo,Lopez,Data Analyst,IC,User,leo.lopez@summit-industries-1.com,summit-industries-1.com,2023-12-13T06:54:35.131511
CON-OQYEJVNQ,ACC-JX1HCY9N,Jamie,Clark,CIO,C-Level,Decision_Maker,jamie.clark@summit-industries-1.com,summit-industries-1.com,2023-08-23T03:09:18.131511
CON-QDOIBB59,ACC-JX1HCY9N,Sam,Wong,Director of IT,Director,Decision_Maker,sam.wong@summit-industries-1.com,summit-industries-1.com,2025-09-10T17:54:56.131511
CON-SEYPJ40Y,ACC-JX1HCY9N,Min,Nguyen,VP Security,VP,Decision_Maker,min.nguyen@summit-industries-1.com,summit-industries-1.com,2023-07-14T18:18:48.131511
CON-JTUJLCBN,ACC-1X1B9W0K,Isla,Rodriguez,IT Manager,Manager,Decision_Influencer,isla.rodriguez@summit-ventures.com,summit-ventures.com,2025-06-21T05:04:01.131511
CON-N2JHPVFT,ACC-1X1B9W0K,Arjun,Chen,GRC Manager,Manager,Decision_Influencer,arjun.chen@summit-ventures.com,summit-ventures.com,2023-10-31T02:29:45.131511
CON-EF35F15G,ACC-1X1B9W0K,Diego,Martinez,Security Engineer,IC,Decision_Influencer,diego.martinez@summit-ventures.com,summit-ventures.com,2023-06-10T23:45:52.131511
CON-MTSSC1N0,ACC-1X1B9W0K,Kenji,Hernandez,Data Analyst,IC,User,kenji.hernandez@summit-ventures.com,summit-ventures.com,2025-05-11T00:00:58.131511
CON-4AUFFJNY,ACC-2FPFL3AA,Mia,Patel,VP Security,VP,Decision_Maker,mia.patel@everest-industries-1.com,everest-industries-1.com,2025-02-16T05:27:11.131511
CON-0XKLXAD0,ACC-2FPFL3AA,Nina,Jackson,Director of IT,Director,Decision_Maker,nina.jackson@everest-industries-1.com,everest-industries-1.com,2024-07-25T09:42:45.131511
CON-OUCF62UR,ACC-2FPFL3AA,Olivia,Harris,IT Manager,Manager,Decision_Influencer,olivia.harris@everest-industries-1.com,everest-industries-1.com,2023-03-14T12:10:01.131511
CON-ZDR7HTM3,ACC-2FPFL3AA,Riley,Jones,Security Engineer,IC,Decision_Influencer,riley.jones@everest-industries-1.com,everest-industries-1.com,2023-05-26T17:44:35.131511
CON-HKUUFCU7,ACC-R6IOVZ3D,Kai,Wong,CISO,C-Level,Decision_Maker,kai.wong@vertex-retail-2.com,vertex-retail-2.com,2023-03-16T13:15:03.131511
CON-U601IVB9,ACC-R6IOVZ3D,Arjun,White,CISO,C-Level,Decision_Maker,arjun.white@vertex-retail-2.com,vertex-retail-2.com,2024-08-20T10:26:22.131511
CON-W8P0QEVM,ACC-R6IOVZ3D,Taylor,Hall,Systems Admin,IC,User,taylor.hall@vertex-retail-2.com,vertex-retail-2.com,2025-05-19T17:29:23.131511
CON-9BPNQVQZ,ACC-R6IOVZ3D,Rowan,Clark,Director of IT,Director,Decision_Maker,rowan.clark@vertex-retail-2.com,vertex-retail-2.com,2023-07-10T23:48:41.131511
CON-FA4BBSK1,ACC-GV29JLTC,Noah,Wong,Sales Ops Manager,Manager,User,noah.wong@hyperion-motors.com,hyperion-motors.com,2025-08-06T23:02:31.131511
CON-L2GOQO3E,ACC-GV29JLTC,Taylor,Lewis,Systems Admin,IC,User,taylor.lewis@hyperion-motors.com,hyperion-motors.com,2025-07-28T06:44:34.131511
CON-RHVAVWDK,ACC-GV29JLTC,Luca,Clark,Security Architect,Director,Decision_Influencer,luca.clark@hyperion-motors.com,hyperion-motors.com,2023-01-20T05:58:05.131511
CON-BT3LIMG7,ACC-GV29JLTC,Priya,Kim,Data Analyst,IC,User,priya.kim@hyperion-motors.com,hyperion-motors.com,2024-06-06T09:55:38.131511
CON-TCYTILKI,ACC-0HET128C,Kai,Thomas,CISO,C-Level,Decision_Maker,kai.thomas@everest-logistics.com,everest-logistics.com,2023-12-01T11:49:34.131511
CON-2LGF3VVW,ACC-0HET128C,Alex,Brown,VP Security,VP,Decision_Maker,alex.brown@everest-logistics.com,everest-logistics.com,2025-01-01T18:09:16.131511
CON-PCEQ5SBU,ACC-0HET128C,Jamie,Wong,Head of Security,Director,Decision_Maker,jamie.wong@everest-logistics.com,everest-logistics.com,2025-04-28T07:19:54.131511
CON-G5GTJ4AA,ACC-0HET128C,Liam,Anderson,Sales Ops Manager,Manager,User,liam.anderson@everest-logistics.com,everest-logistics.com,2024-10-27T07:42:59.131511
CON-V1FIAT8A,ACC-PRY076ED,Omar,Wright,Director of IT,Director,Decision_Maker,omar.wright@clearview-ai-2.com,clearview-ai-2.com,2024-02-03T02:29:07.131511
CON-XGPY44V2,ACC-PRY076ED,Riley,Wright,Director of IT,Director,Decision_Maker,riley.wright@clearview-ai-2.com,clearview-ai-2.com,2024-05-03T02:08:56.131511
CON-1WAA3IIQ,ACC-PRY076ED,Riley,Rodriguez,VP IT,VP,Decision_Maker,riley.rodriguez@clearview-ai-2.com,clearview-ai-2.com,2025-02-11T06:01:07.131511
CON-Q0NMI5MP,ACC-PRY076ED,Priya,Lee,Security Engineer,IC,Decision_Influencer,priya.lee@clearview-ai-2.com,clearview-ai-2.com,2024-07-02T22:58:44.131511
CON-4LFW6W5X,ACC-CXYD4T70,Kenji,Thompson,CIO,C-Level,Decision_Maker,kenji.thompson@ironclad-materials.com,ironclad-materials.com,2024-08-22T17:09:59.131511
CON-TJC9CGMO,ACC-CXYD4T70,Nina,Harris,IT Manager,Manager,Decision_Influencer,nina.harris@ironclad-materials.com,ironclad-materials.com,2023-04-30T17:01:18.131511
CON-Y340FVZD,ACC-CXYD4T70,Maya,Brown,VP IT,VP,Decision_Maker,maya.brown@ironclad-materials.com,ironclad-materials.com,2023-08-17T18:06:16.131511
CON-H2TISI2Q,ACC-CXYD4T70,Sophia,Rodriguez,Risk Analyst,IC,Decision_Influencer,sophia.rodriguez@ironclad-materials.com,ironclad-materials.com,2024-07-12T00:47:05.131511
CON-S37R0I46,ACC-RG1QBQAG,Kenji,Anderson,CISO,C-Level,Decision_Maker,kenji.anderson@blueriver-aerospace.com,blueriver-aerospace.com,2023-09-25T08:51:31.131511
CON-WSY7UV8Y,ACC-RG1QBQAG,Maya,Jones,Security Engineer,IC,Decision_Influencer,maya.jones@blueriver-aerospace.com,blueriver-aerospace.com,2022-12-12T20:54:40.131511
CON-L071HRLX,ACC-RG1QBQAG,Omar,Patel,Director of IT,Director,Decision_Maker,omar.patel@blueriver-aerospace.com,blueriver-aerospace.com,2025-04-20T00:36:20.131511
CON-GQK6T0F8,ACC-RG1QBQAG,Quinn,Chen,VP IT,VP,Decision_Maker,quinn.chen@blueriver-aerospace.com,blueriver-aerospace.com,2023-12-20T11:58:16.131511
CON-W5C8UGZC,ACC-JPVVLCV8,Kenji,Lee,CIO,C-Level,Decision_Maker,kenji.lee@quantum-systems.com,quantum-systems.com,2023-10-12T14:25:31.131511
CON-5582EK43,ACC-JPVVLCV8,Yara,Lopez,VP Security,VP,Decision_Maker,yara.lopez@quantum-systems.com,quantum-systems.com,2025-01-30T13:56:28.131511
CON-9KY2Q4FL,ACC-JPVVLCV8,Alex,Martinez,Data Analyst,IC,User,alex.martinez@quantum-systems.com,quantum-systems.com,2023-05-15T04:16:47.131511
CON-3JW1MYNK,ACC-JPVVLCV8,Isla,Davis,Head of Security,Director,Decision_Maker,isla.davis@quantum-systems.com,quantum-systems.com,2024-08-20T11:48:30.131511
CON-TV1KAIZ5,ACC-6JVJSZ82,Liam,Hall,CIO,C-Level,Decision_Maker,liam.hall@everest-aerospace.com,everest-aerospace.com,2024-08-07T21:17:57.131511
CON-BW5B5NCX,ACC-6JVJSZ82,Omar,Miller,IT Manager,Manager,Decision_Influencer,omar.miller@everest-aerospace.com,everest-aerospace.com,2024-01-03T03:50:44.131511
CON-NDEF3TEN,ACC-6JVJSZ82,Omar,Garcia,IT Manager,Manager,Decision_Influencer,omar.garcia@everest-aerospace.com,everest-aerospace.com,2025-10-04T01:23:15.131511
CON-JE3KVIZU,ACC-6JVJSZ82,Sam,Young,Sales Ops Manager,Manager,User,sam.young@everest-aerospace.com,everest-aerospace.com,2024-11-09T19:40:22.131511
CON-15NWV2NK,ACC-T9Q2TCZI,Cameron,Thomas,Systems Admin,IC,User,cameron.thomas@hyperion-analytics.com,hyperion-analytics.com,2024-07-24T19:29:20.131511
CON-7R48QZRR,ACC-T9Q2TCZI,Morgan,Clark,Security Engineer,IC,Decision_Influencer,morgan.clark@hyperion-analytics.com,hyperion-analytics.com,2023-06-18T15:55:15.131511
CON-1808IHX7,ACC-T9Q2TCZI,Ethan,Kim,Head of Security,Director,Decision_Maker,ethan.kim@hyperion-analytics.com,hyperion-analytics.com,2022-10-24T09:32:58.131511
CON-1628JKPW,ACC-T9Q2TCZI,Jordan,Wong,Systems Admin,IC,User,jordan.wong@hyperion-analytics.com,hyperion-analytics.com,2024-04-17T13:58:17.131511
CON-2ETPG6FS,ACC-RI3P6HZ5,Mia,King,VP IT,VP,Decision_Maker,mia.king@redwood-telecom.com,redwood-telecom.com,2025-03-10T10:09:06.131511
CON-X4UBT5A9,ACC-RI3P6HZ5,Diego,Wright,Head of Security,Director,Decision_Maker,diego.wright@redwood-telecom.com,redwood-telecom.com,2023-12-04T04:30:45.131511
CON-TUAAF082,ACC-RI3P6HZ5,Luca,Martin,Sales Ops Manager,Manager,User,luca.martin@redwood-telecom.com,redwood-telecom.com,2025-03-04T17:58:16.131511
CON-NHZAUVOH,ACC-RI3P6HZ5,Jamie,Singh,Head of Security,Director,Decision_Maker,jamie.singh@redwood-telecom.com,redwood-telecom.com,2025-04-23T12:53:59.131511
CON-3A8DS9P8,ACC-K0MDIOTE,Min,Martin,Sales Ops Manager,Manager,User,min.martin@sequoia-bank.com,sequoia-bank.com,2024-11-29T09:34:13.131511
CON-INBVTW83,ACC-K0MDIOTE,Maya,Walker,CIO,C-Level,Decision_Maker,maya.walker@sequoia-bank.com,sequoia-bank.com,2023-04-09T15:39:15.131511
CON-TKZ8R5NB,ACC-K0MDIOTE,Quinn,Lee,Security Engineer,IC,Decision_Influencer,quinn.lee@sequoia-bank.com,sequoia-bank.com,2025-09-10T05:03:38.131511
CON-DDR9LROG,ACC-K0MDIOTE,Alex,Jones,CISO,C-Level,Decision_Maker,alex.jones@sequoia-bank.com,sequoia-bank.com,2025-01-30T22:55:20.131511
CON-STQV1GFT,ACC-3MYIFFKU,Maya,Hall,IT Manager,Manager,Decision_Influencer,maya.hall@orion-aerospace.com,orion-aerospace.com,2023-07-16T21:07:28.131511
CON-1TO1U1UZ,ACC-3MYIFFKU,Riley,Davis,GRC Manager,Manager,Decision_Influencer,riley.davis@orion-aerospace.com,orion-aerospace.com,2022-11-27T17:38:39.131511
CON-7SO4H5NG,ACC-3MYIFFKU,Kenji,Hernandez,CISO,C-Level,Decision_Maker,kenji.hernandez@orion-aerospace.com,orion-aerospace.com,2023-11-27T20:18:04.131511
CON-O2CF2KO4,ACC-3MYIFFKU,Leo,Hernandez,GRC Manager,Manager,Decision_Influencer,leo.hernandez@orion-aerospace.com,orion-aerospace.com,2025-09-11T18:03:05.131511
CON-E5KTRDF0,ACC-37E4VRWI,Jordan,Hernandez,CIO,C-Level,Decision_Maker,jordan.hernandez@ironclad-systems-1.com,ironclad-systems-1.com,2024-08-27T18:00:46.131511
CON-T13720DB,ACC-37E4VRWI,Jack,Thompson,GRC Manager,Manager,Decision_Influencer,jack.thompson@ironclad-systems-1.com,ironclad-systems-1.com,2024-05-22T04:56:30.131511
CON-20M4IFMO,ACC-37E4VRWI,Cameron,Harris,Security Architect,Director,Decision_Influencer,cameron.harris@ironclad-systems-1.com,ironclad-systems-1.com,2025-07-12T04:12:11.131511
CON-YK1BEMOH,ACC-37E4VRWI,Quinn,Garcia,Security Architect,Director,Decision_Influencer,quinn.garcia@ironclad-systems-1.com,ironclad-systems-1.com,2024-01-08T00:49:58.131511
CON-4QPS8MU3,ACC-8HZ2EEJU,Mateo,Garcia,Security Engineer,IC,Decision_Influencer,mateo.garcia@sapphire-energy.com,sapphire-energy.com,2024-10-02T19:42:23.131511
CON-O7M0JBQV,ACC-8HZ2EEJU,Leo,Anderson,Systems Admin,IC,User,leo.anderson@sapphire-energy.com,sapphire-energy.com,2023-10-15T01:49:50.131511
CON-IRDKM5KW,ACC-8HZ2EEJU,Drew,Moore,Director of IT,Director,Decision_Maker,drew.moore@sapphire-energy.com,sapphire-energy.com,2025-01-07T22:43:32.131511
CON-HD9MWAG8,ACC-8HZ2EEJU,Omar,Thomas,CISO,C-Level,Decision_Maker,omar.thomas@sapphire-energy.com,sapphire-energy.com,2023-10-02T10:04:38.131511
CON-ZKKF9ZA9,ACC-L8214CL0,Alex,Martin,Security Architect,Director,Decision_Influencer,alex.martin@lighthouse-materials.com,lighthouse-materials.com,2024-03-14T19:48:54.131511
CON-U5XZUUBL,ACC-L8214CL0,Isla,Lee,Data Analyst,IC,User,isla.lee@lighthouse-materials.com,lighthouse-materials.com,2022-11-10T11:39:31.131511
CON-66D0NDS2,ACC-L8214CL0,Maya,Thompson,VP Security,VP,Decision_Maker,maya.thompson@lighthouse-materials.com,lighthouse-materials.com,2025-05-24T02:07:38.131511
CON-GJPV1JOA,ACC-L8214CL0,Kenji,Clark,Security Engineer,IC,Decision_Influencer,kenji.clark@lighthouse-materials.com,lighthouse-materials.com,2025-10-12T07:48:12.131511
CON-ZDJRA701,ACC-D4D2XGSG,Kenji,Patel,Data Analyst,IC,User,kenji.patel@everest-bank-1.com,everest-bank-1.com,2024-12-07T05:12:31.131511
CON-23077RA7,ACC-D4D2XGSG,Casey,Nguyen,Director of IT,Director,Decision_Maker,casey.nguyen@everest-bank-1.com,everest-bank-1.com,2024-09-06T16:31:28.131511
CON-ECFOO9VS,ACC-D4D2XGSG,Taylor,Singh,Security Architect,Director,Decision_Influencer,taylor.singh@everest-bank-1.com,everest-bank-1.com,2024-01-08T11:38:39.131511
CON-IDMBP5SH,ACC-D4D2XGSG,Kai,Wong,IT Manager,Manager,Decision_Influencer,kai.wong@everest-bank-1.com,everest-bank-1.com,2023-11-25T16:19:34.131511
CON-GP18EH1A,ACC-JJC6JHSN,Sophia,Martin,CIO,C-Level,Decision_Maker,sophia.martin@silverline-foods.com,silverline-foods.com,2023-12-10T03:31:21.131511
CON-NQRE0DGJ,ACC-JJC6JHSN,Priya,Garcia,CISO,C-Level,Decision_Maker,priya.garcia@silverline-foods.com,silverline-foods.com,2023-06-03T00:10:43.131511
CON-ZBFWOENJ,ACC-JJC6JHSN,Ethan,Rodriguez,CIO,C-Level,Decision_Maker,ethan.rodriguez@silverline-foods.com,silverline-foods.com,2024-01-15T12:33:52.131511
CON-KL2C150K,ACC-JJC6JHSN,Drew,Anderson,Sales Ops Manager,Manager,User,drew.anderson@silverline-foods.com,silverline-foods.com,2024-04-28T04:17:22.131511
CON-7XIN712V,ACC-0DE17YZR,Anika,Taylor,CISO,C-Level,Decision_Maker,anika.taylor@ironclad-motors-1.com,ironclad-motors-1.com,2024-12-18T12:08:57.131511
CON-OAOD3HUC,ACC-0DE17YZR,Quinn,Wilson,Sales Ops Manager,Manager,User,quinn.wilson@ironclad-motors-1.com,ironclad-motors-1.com,2023-06-01T04:53:36.131511
CON-3OCRF575,ACC-0DE17YZR,Drew,Young,VP IT,VP,Decision_Maker,drew.young@ironclad-motors-1.com,ironclad-motors-1.com,2024-05-10T20:59:19.131511
CON-A0C1XJRI,ACC-0DE17YZR,Cameron,Singh,CISO,C-Level,Decision_Maker,cameron.singh@ironclad-motors-1.com,ironclad-motors-1.com,2024-12-08T18:00:12.131511
CON-MX0OTGZ5,ACC-NAL7Z3RR,Sophia,Kim,VP IT,VP,Decision_Maker,sophia.kim@everest-materials.com,everest-materials.com,2023-10-23T05:03:31.131511
CON-BILNKIMM,ACC-NAL7Z3RR,Drew,Kim,VP IT,VP,Decision_Maker,drew.kim@everest-materials.com,everest-materials.com,2024-07-29T21:15:58.131511
CON-DLVLUPG1,ACC-NAL7Z3RR,Olivia,Patel,IT Manager,Manager,Decision_Influencer,olivia.patel@everest-materials.com,everest-materials.com,2024-03-07T15:40:07.131511
CON-36KJMJOP,ACC-NAL7Z3RR,Avery,Kim,Systems Admin,IC,User,avery.kim@everest-materials.com,everest-materials.com,2023-10-25T19:27:11.131511
CON-0BCRG2O8,ACC-CWB7ZP9E,Luca,Lewis,GRC Manager,Manager,Decision_Influencer,luca.lewis@oakridge-aerospace.com,oakridge-aerospace.com,2025-02-19T23:08:26.131511
CON-X0GMNQAX,ACC-CWB7ZP9E,Kai,Young,Director of IT,Director,Decision_Maker,kai.young@oakridge-aerospace.com,oakridge-aerospace.com,2024-11-15T19:47:04.131511
CON-BABEIDGX,ACC-CWB7ZP9E,Ava,Singh,Sales Ops Manager,Manager,User,ava.singh@oakridge-aerospace.com,oakridge-aerospace.com,2023-02-16T04:58:55.131511
CON-6QBYSAZA,ACC-CWB7ZP9E,Ethan,Jones,Risk Analyst,IC,Decision_Influencer,ethan.jones@oakridge-aerospace.com,oakridge-aerospace.com,2024-07-09T06:57:57.131511
CON-D4AZ151G,ACC-H7F04MHH,Mateo,Moore,Sales Ops Manager,Manager,User,mateo.moore@redwood-consulting-1.com,redwood-consulting-1.com,2025-09-09T19:57:17.131511
CON-HW2M9JNK,ACC-H7F04MHH,Maya,Brown,Risk Analyst,IC,Decision_Influencer,maya.brown@redwood-consulting-1.com,redwood-consulting-1.com,2025-03-02T06:57:41.131511
CON-LH8NM2VM,ACC-H7F04MHH,Nina,King,Security Engineer,IC,Decision_Influencer,nina.king@redwood-consulting-1.com,redwood-consulting-1.com,2025-04-08T18:23:46.131511
CON-R6CDKI6X,ACC-H7F04MHH,Mateo,Martin,Security Architect,Director,Decision_Influencer,mateo.martin@redwood-consulting-1.com,redwood-consulting-1.com,2025-04-28T20:20:59.131511
CON-C64NKIID,ACC-OGOZUFJM,Ethan,Jackson,Sales Ops Manager,Manager,User,ethan.jackson@truenorth-holdings.com,truenorth-holdings.com,2025-06-13T07:02:53.131511
CON-T5C7C70X,ACC-OGOZUFJM,Rowan,Wright,CIO,C-Level,Decision_Maker,rowan.wright@truenorth-holdings.com,truenorth-holdings.com,2023-11-02T23:54:12.131511
CON-N7IC8EWI,ACC-OGOZUFJM,Avery,Hernandez,Risk Analyst,IC,Decision_Influencer,avery.hernandez@truenorth-holdings.com,truenorth-holdings.com,2024-07-10T09:20:23.131511
CON-21YO8YKY,ACC-OGOZUFJM,Mia,Garcia,Head of Security,Director,Decision_Maker,mia.garcia@truenorth-holdings.com,truenorth-holdings.com,2023-11-25T01:37:05.131511
CON-BTX1TISA,ACC-NMCT9VAA,Drew,Wilson,Sales Ops Manager,Manager,User,drew.wilson@northstar-biotech.com,northstar-biotech.com,2024-08-09T14:53:42.131511
CON-WIAZUUGK,ACC-NMCT9VAA,Mia,Moore,Data Analyst,IC,User,mia.moore@northstar-biotech.com,northstar-biotech.com,2024-07-05T06:53:55.131511
CON-7EA3PZPL,ACC-NMCT9VAA,Diego,Jackson,Security Architect,Director,Decision_Influencer,diego.jackson@northstar-biotech.com,northstar-biotech.com,2025-04-28T01:35:15.131511
CON-D7R8TH8I,ACC-NMCT9VAA,Alex,Williams,Security Engineer,IC,Decision_Influencer,alex.williams@northstar-biotech.com,northstar-biotech.com,2024-02-22T12:59:46.131511
CON-18UTQO2X,ACC-YP2HIRIQ,Min,Garcia,IT Manager,Manager,Decision_Influencer,min.garcia@maple-logistics.com,maple-logistics.com,2023-04-19T13:05:47.131511
CON-3KCDOOIL,ACC-YP2HIRIQ,Anika,Thompson,CISO,C-Level,Decision_Maker,anika.thompson@maple-logistics.com,maple-logistics.com,2025-03-18T22:32:02.131511
CON-0YUP73QU,ACC-YP2HIRIQ,Taylor,Young,Sales Ops Manager,Manager,User,taylor.young@maple-logistics.com,maple-logistics.com,2025-08-23T07:13:44.131511
CON-5IC0L3RS,ACC-YP2HIRIQ,Drew,Martin,Director of IT,Director,Decision_Maker,drew.martin@maple-logistics.com,maple-logistics.com,2023-07-16T01:16:52.131511
CON-L0ZGSCG3,ACC-1AHFYSXX,Harper,Harris,CIO,C-Level,Decision_Maker,harper.harris@truenorth-energy-1.com,truenorth-energy-1.com,2024-03-06T11:31:16.131511
CON-AQJ7G8YR,ACC-1AHFYSXX,Drew,Lee,Risk Analyst,IC,Decision_Influencer,drew.lee@truenorth-energy-1.com,truenorth-energy-1.com,2025-03-10T23:22:10.131511
